canton,fuel,date,value
4,NM,2017-06-01,0
4,NM,2017-07-01,0
4,NM,2017-08-01,0
4,NM,2017-09-01,0
4,NM,2017-10-01,0
4,NM,2017-11-01,0
4,NM,2017-12-01,0
4,NM,2018-01-01,0
4,NM,2018-02-01,0
4,NM,2018-03-01,0
4,NM,2018-04-01,0
4,NM,2018-05-01,0
4,NM,2018-06-01,0
4,NM,2018-07-01,0
4,NM,2018-08-01,0
4,NM,2018-09-01,0
4,NM,2018-10-01,0
4,NM,2018-11-01,0
4,NM,2018-12-01,0
4,NM,2019-01-01,0
4,NM,2019-02-01,0
4,NM,2019-03-01,0
4,NM,2019-04-01,0
4,NM,2019-05-01,0
4,NM,2019-06-01,0
4,NM,2019-07-01,0
4,NM,2019-08-01,0
4,NM,2019-09-01,0
4,NM,2019-10-01,0
4,NM,2019-11-01,0
4,NM,2019-12-01,0
4,NM,2020-01-01,0
4,NM,2020-02-01,0
4,NM,2020-03-01,0
4,NM,2020-04-01,0
4,NM,2020-05-01,0
4,NM,2020-06-01,0
4,NM,2020-07-01,0
4,NM,2020-08-01,0
4,NM,2020-09-01,0
4,NM,2020-10-01,0
4,NM,2020-11-01,0
4,NM,2020-12-01,0
4,NM,2021-01-01,0
4,NM,2021-02-01,0
4,NM,2021-03-01,0
4,NM,2021-04-01,0
4,NM,2021-05-01,0
4,NM,2021-06-01,0
4,NM,2021-07-01,0
4,NM,2021-08-01,0
4,NM,2021-09-01,0
4,NM,2021-10-01,0
4,NM,2021-11-01,0
4,NM,2021-12-01,0
4,NM,2022-01-01,0
4,NM,2022-02-01,0
4,NM,2022-03-01,0
4,NM,2022-04-01,0
4,NM,2022-05-01,0
4,NM,2022-06-01,0
4,NM,2022-07-01,0
4,NM,2022-08-01,0
4,NM,2022-09-01,0
4,NM,2022-10-01,0
4,NM,2022-11-01,0
4,NM,2022-12-01,0
4,NM,2023-01-01,0
4,NM,2023-02-01,0
4,NM,2023-03-01,0
4,NM,2023-04-01,0
4,NM,2023-05-01,0
4,NM,2023-06-01,0
4,NM,2023-07-01,0
4,NM,2023-08-01,0
4,NM,2023-09-01,0
4,NM,2023-10-01,0
4,NM,2023-11-01,0
4,NM,2023-12-01,0
4,NM,2024-01-01,0
4,NM,2024-02-01,0
4,NM,2024-03-01,0
4,NM,2024-04-01,0
4,NM,2024-05-01,0
4,NM,2024-06-01,0
4,NM,2024-07-01,0
4,NM,2024-08-01,0
4,NM,2024-09-01,0
4,NM,2024-10-01,0
4,NM,2024-11-01,0
4,NM,2024-12-01,0
4,NM,2025-01-01,0
4,NM,2025-02-01,0
4,NM,2025-03-01,0
4,NM,2025-04-01,0
4,NM,2025-05-01,0
4,NM,2025-06-01,0
4,NM,2025-07-01,0
4,NM,2025-08-01,0
4,NM,2025-09-01,0
4,NM,2025-10-01,0
4,NM,2025-11-01,0
4,NM,2025-12-01,0
4,NM,2026-01-01,0
4,NM,2026-02-01,0
4,NM,2026-03-01,0
4,NM,2026-04-01,0
4,NM,2026-05-01,0
4,NM,2026-06-01,0
4,NM,2026-07-01,0
4,NM,2026-08-01,0
4,PC,2005-01-01,36
4,PC,2005-02-01,33
4,PC,2005-03-01,57
4,PC,2005-04-01,63
4,PC,2005-05-01,61
4,PC,2005-06-01,56
4,PC,2005-07-01,40
4,PC,2005-08-01,41
4,PC,2005-09-01,64
4,PC,2005-10-01,42
4,PC,2005-11-01,38
4,PC,2005-12-01,37
4,PC,2006-01-01,42
4,PC,2006-02-01,31
4,PC,2006-03-01,59
4,PC,2006-04-01,71
4,PC,2006-05-01,65
4,PC,2006-06-01,82
4,PC,2006-07-01,29
4,PC,2006-08-01,33
4,PC,2006-09-01,47
4,PC,2006-10-01,27
4,PC,2006-11-01,38
4,PC,2006-12-01,31
4,PC,2007-01-01,29
4,PC,2007-02-01,47
4,PC,2007-03-01,51
4,PC,2007-04-01,48
4,PC,2007-05-01,64
4,PC,2007-06-01,63
4,PC,2007-07-01,42
4,PC,2007-08-01,38
4,PC,2007-09-01,44
4,PC,2007-10-01,47
4,PC,2007-11-01,37
4,PC,2007-12-01,31
4,PC,2008-01-01,45
4,PC,2008-02-01,39
4,PC,2008-03-01,51
4,PC,2008-04-01,79
4,PC,2008-05-01,38
4,PC,2008-06-01,67
4,PC,2008-07-01,34
4,PC,2008-08-01,35
4,PC,2008-09-01,29
4,PC,2008-10-01,43
4,PC,2008-11-01,33
4,PC,2008-12-01,33
4,PC,2009-01-01,42
4,PC,2009-02-01,46
4,PC,2009-03-01,60
4,PC,2009-04-01,73
4,PC,2009-05-01,64
4,PC,2009-06-01,66
4,PC,2009-07-01,52
4,PC,2009-08-01,51
4,PC,2009-09-01,50
4,PC,2009-10-01,46
4,PC,2009-11-01,45
4,PC,2009-12-01,36
4,PC,2010-01-01,50
4,PC,2010-02-01,39
4,PC,2010-03-01,75
4,PC,2010-04-01,60
4,PC,2010-05-01,52
4,PC,2010-06-01,79
4,PC,2010-07-01,55
4,PC,2010-08-01,46
4,PC,2010-09-01,55
4,PC,2010-10-01,38
4,PC,2010-11-01,54
4,PC,2010-12-01,41
4,PC,2011-01-01,38
4,PC,2011-02-01,61
4,PC,2011-03-01,78
4,PC,2011-04-01,55
4,PC,2011-05-01,64
4,PC,2011-06-01,54
4,PC,2011-07-01,64
4,PC,2011-08-01,45
4,PC,2011-09-01,48
4,PC,2011-10-01,48
4,PC,2011-11-01,77
4,PC,2011-12-01,53
4,PC,2012-01-01,66
4,PC,2012-02-01,34
4,PC,2012-03-01,78
4,PC,2012-04-01,74
4,PC,2012-05-01,73
4,PC,2012-06-01,79
4,PC,2012-07-01,60
4,PC,2012-08-01,50
4,PC,2012-09-01,52
4,PC,2012-10-01,73
4,PC,2012-11-01,58
4,PC,2012-12-01,48
4,PC,2013-01-01,50
4,PC,2013-02-01,38
4,PC,2013-03-01,77
4,PC,2013-04-01,58
4,PC,2013-05-01,55
4,PC,2013-06-01,73
4,PC,2013-07-01,46
4,PC,2013-08-01,42
4,PC,2013-09-01,37
4,PC,2013-10-01,53
4,PC,2013-11-01,51
4,PC,2013-12-01,40
4,PC,2014-01-01,44
4,PC,2014-02-01,39
4,PC,2014-03-01,45
4,PC,2014-04-01,72
4,PC,2014-05-01,56
4,PC,2014-06-01,62
4,PC,2014-07-01,54
4,PC,2014-08-01,30
4,PC,2014-09-01,46
4,PC,2014-10-01,53
4,PC,2014-11-01,32
4,PC,2014-12-01,49
4,PC,2015-01-01,31
4,PC,2015-02-01,47
4,PC,2015-03-01,65
4,PC,2015-04-01,81
4,PC,2015-05-01,64
4,PC,2015-06-01,60
4,PC,2015-07-01,60
4,PC,2015-08-01,38
4,PC,2015-09-01,35
4,PC,2015-10-01,50
4,PC,2015-11-01,39
4,PC,2015-12-01,39
4,PC,2016-01-01,32
4,PC,2016-02-01,40
4,PC,2016-03-01,67
4,PC,2016-04-01,63
4,PC,2016-05-01,35
4,PC,2016-06-01,51
4,PC,2016-07-01,41
4,PC,2016-08-01,42
4,PC,2016-09-01,39
4,PC,2016-10-01,52
4,PC,2016-11-01,64
4,PC,2016-12-01,54
4,PC,2017-01-01,38
4,PC,2017-02-01,47
4,PC,2017-03-01,72
4,PC,2017-04-01,74
4,PC,2017-05-01,54
4,PC,2017-06-01,56
4,PC,2017-07-01,54
4,PC,2017-08-01,59
4,PC,2017-09-01,38
4,PC,2017-10-01,58
4,PC,2017-11-01,48
4,PC,2017-12-01,45
4,PC,2018-01-01,48
4,PC,2018-02-01,50
4,PC,2018-03-01,69
4,PC,2018-04-01,84
4,PC,2018-05-01,60
4,PC,2018-06-01,71
4,PC,2018-07-01,65
4,PC,2018-08-01,48
4,PC,2018-09-01,32
4,PC,2018-10-01,46
4,PC,2018-11-01,56
4,PC,2018-12-01,33
4,PC,2019-01-01,38
4,PC,2019-02-01,51
4,PC,2019-03-01,67
4,PC,2019-04-01,81
4,PC,2019-05-01,62
4,PC,2019-06-01,56
4,PC,2019-07-01,45
4,PC,2019-08-01,44
4,PC,2019-09-01,62
4,PC,2019-10-01,59
4,PC,2019-11-01,44
4,PC,2019-12-01,55
4,PC,2020-01-01,37
4,PC,2020-02-01,36
4,PC,2020-03-01,39
4,PC,2020-04-01,33
4,PC,2020-05-01,33
4,PC,2020-06-01,43
4,PC,2020-07-01,50
4,PC,2020-08-01,27
4,PC,2020-09-01,41
4,PC,2020-10-01,46
4,PC,2020-11-01,32
4,PC,2020-12-01,29
4,PC,2021-01-01,29
4,PC,2021-02-01,27
4,PC,2021-03-01,40
4,PC,2021-04-01,43
4,PC,2021-05-01,45
4,PC,2021-06-01,28
4,PC,2021-07-01,35
4,PC,2021-08-01,36
4,PC,2021-09-01,23
4,PC,2021-10-01,18
4,PC,2021-11-01,33
4,PC,2021-12-01,41
4,PC,2022-01-01,18
4,PC,2022-02-01,19
4,PC,2022-03-01,35
4,PC,2022-04-01,33
4,PC,2022-05-01,37
4,PC,2022-06-01,29
4,PC,2022-07-01,20
4,PC,2022-08-01,31
4,PC,2022-09-01,32
4,PC,2022-10-01,28
4,PC,2022-11-01,29
4,PC,2022-12-01,23
4,PC,2023-01-01,25
4,PC,2023-02-01,21
4,PC,2023-03-01,40
4,PC,2023-04-01,28
4,PC,2023-05-01,34
4,PC,2023-06-01,42
4,PC,2023-07-01,28
4,PC,2023-08-01,27
4,PC,2023-09-01,22
4,PC,2023-10-01,22
4,PC,2023-11-01,25
4,PC,2023-12-01,23
4,PC,2024-01-01,9
4,PC,2024-02-01,28
4,PC,2024-03-01,36
4,PC,2024-04-01,38
4,PC,2024-05-01,35
4,PC,2024-06-01,24
4,PC,2024-07-01,22
4,PC,2024-08-01,24
4,PC,2024-09-01,19
4,PC,2024-10-01,26
4,PC,2024-11-01,14
4,PC,2024-12-01,23
4,PC,2025-01-01,22
4,PC,2025-02-01,9
4,PC,2025-03-01,26
4,PC,2025-04-01,28
4,PC,2025-05-01,17
4,PC,2025-06-01,23
4,PC,2025-07-01,31
4,PC,2025-08-01,18
4,PC,2025-09-01,10
4,PC,2025-10-01,18
4,PC,2025-11-01,22
4,PC,2025-12-01,18
4,PC,2026-01-01,11
4,PC,2026-02-01,16
4,PC,2026-03-01,21
4,PC,2026-04-01,19
4,PC,2026-05-01,28
4,PC,2026-06-01,29
4,PC,2026-07-01,8
4,PC,2026-08-01,16
4,PH,2005-01-01,0
4,PH,2005-02-01,0
4,PH,2005-03-01,0
4,PH,2005-04-01,0
4,PH,2005-05-01,1
4,PH,2005-06-01,0
4,PH,2005-07-01,0
4,PH,2005-08-01,0
4,PH,2005-09-01,0
4,PH,2005-10-01,0
4,PH,2005-11-01,0
4,PH,2005-12-01,1
4,PH,2006-01-01,0
4,PH,2006-02-01,1
4,PH,2006-03-01,1
4,PH,2006-04-01,0
4,PH,2006-05-01,0
4,PH,2006-06-01,0
4,PH,2006-07-01,0
4,PH,2006-08-01,0
4,PH,2006-09-01,1
4,PH,2006-10-01,0
4,PH,2006-11-01,0
4,PH,2006-12-01,0
4,PH,2007-01-01,0
4,PH,2007-02-01,0
4,PH,2007-03-01,0
4,PH,2007-04-01,0
4,PH,2007-05-01,0
4,PH,2007-06-01,2
4,PH,2007-07-01,0
4,PH,2007-08-01,1
4,PH,2007-09-01,0
4,PH,2007-10-01,0
4,PH,2007-11-01,0
4,PH,2007-12-01,0
4,PH,2008-01-01,1
4,PH,2008-02-01,1
4,PH,2008-03-01,0
4,PH,2008-04-01,1
4,PH,2008-05-01,0
4,PH,2008-06-01,2
4,PH,2008-07-01,1
4,PH,2008-08-01,2
4,PH,2008-09-01,0
4,PH,2008-10-01,0
4,PH,2008-11-01,0
4,PH,2008-12-01,0
4,PH,2009-01-01,0
4,PH,2009-02-01,1
4,PH,2009-03-01,0
4,PH,2009-04-01,0
4,PH,2009-05-01,1
4,PH,2009-06-01,0
4,PH,2009-07-01,0
4,PH,2009-08-01,1
4,PH,2009-09-01,3
4,PH,2009-10-01,0
4,PH,2009-11-01,1
4,PH,2009-12-01,1
4,PH,2010-01-01,1
4,PH,2010-02-01,1
4,PH,2010-03-01,1
4,PH,2010-04-01,0
4,PH,2010-05-01,0
4,PH,2010-06-01,2
4,PH,2010-07-01,0
4,PH,2010-08-01,0
4,PH,2010-09-01,0
4,PH,2010-10-01,0
4,PH,2010-11-01,1
4,PH,2010-12-01,0
4,PH,2011-01-01,0
4,PH,2011-02-01,0
4,PH,2011-03-01,1
4,PH,2011-04-01,2
4,PH,2011-05-01,1
4,PH,2011-06-01,0
4,PH,2011-07-01,1
4,PH,2011-08-01,0
4,PH,2011-09-01,1
4,PH,2011-10-01,1
4,PH,2011-11-01,1
4,PH,2011-12-01,0
4,PH,2012-01-01,0
4,PH,2012-02-01,0
4,PH,2012-03-01,0
4,PH,2012-04-01,2
4,PH,2012-05-01,1
4,PH,2012-06-01,0
4,PH,2012-07-01,0
4,PH,2012-08-01,2
4,PH,2012-09-01,0
4,PH,2012-10-01,2
4,PH,2012-11-01,0
4,PH,2012-12-01,0
4,PH,2013-01-01,1
4,PH,2013-02-01,1
4,PH,2013-03-01,3
4,PH,2013-04-01,3
4,PH,2013-05-01,1
4,PH,2013-06-01,0
4,PH,2013-07-01,0
4,PH,2013-08-01,0
4,PH,2013-09-01,0
4,PH,2013-10-01,0
4,PH,2013-11-01,2
4,PH,2013-12-01,0
4,PH,2014-01-01,0
4,PH,2014-02-01,0
4,PH,2014-03-01,2
4,PH,2014-04-01,1
4,PH,2014-05-01,2
4,PH,2014-06-01,0
4,PH,2014-07-01,0
4,PH,2014-08-01,0
4,PH,2014-09-01,1
4,PH,2014-10-01,0
4,PH,2014-11-01,1
4,PH,2014-12-01,1
4,PH,2015-01-01,0
4,PH,2015-02-01,0
4,PH,2015-03-01,0
4,PH,2015-04-01,1
4,PH,2015-05-01,0
4,PH,2015-06-01,1
4,PH,2015-07-01,0
4,PH,2015-08-01,1
4,PH,2015-09-01,1
4,PH,2015-10-01,0
4,PH,2015-11-01,1
4,PH,2015-12-01,0
4,PH,2016-01-01,0
4,PH,2016-02-01,0
4,PH,2016-03-01,0
4,PH,2016-04-01,0
4,PH,2016-05-01,1
4,PH,2016-06-01,2
4,PH,2016-07-01,0
4,PH,2016-08-01,1
4,PH,2016-09-01,3
4,PH,2016-10-01,5
4,PH,2016-11-01,4
4,PH,2016-12-01,3
4,PH,2017-01-01,1
4,PH,2017-02-01,1
4,PH,2017-03-01,1
4,PH,2017-04-01,2
4,PH,2017-05-01,0
4,PH,2017-06-01,3
4,PH,2017-07-01,1
4,PH,2017-08-01,4
4,PH,2017-09-01,2
4,PH,2017-10-01,1
4,PH,2017-11-01,1
4,PH,2017-12-01,1
4,PH,2018-01-01,0
4,PH,2018-02-01,0
4,PH,2018-03-01,0
4,PH,2018-04-01,3
4,PH,2018-05-01,2
4,PH,2018-06-01,2
4,PH,2018-07-01,2
4,PH,2018-08-01,1
4,PH,2018-09-01,4
4,PH,2018-10-01,1
4,PH,2018-11-01,3
4,PH,2018-12-01,0
4,PH,2019-01-01,1
4,PH,2019-02-01,2
4,PH,2019-03-01,4
4,PH,2019-04-01,4
4,PH,2019-05-01,7
4,PH,2019-06-01,3
4,PH,2019-07-01,8
4,PH,2019-08-01,6
4,PH,2019-09-01,2
4,PH,2019-10-01,5
4,PH,2019-11-01,5
4,PH,2019-12-01,5
4,PH,2020-01-01,6
4,PH,2020-02-01,3
4,PH,2020-03-01,9
4,PH,2020-04-01,4
4,PH,2020-05-01,4
4,PH,2020-06-01,3
4,PH,2020-07-01,10
4,PH,2020-08-01,4
4,PH,2020-09-01,9
4,PH,2020-10-01,9
4,PH,2020-11-01,12
4,PH,2020-12-01,8
4,PH,2021-01-01,9
4,PH,2021-02-01,13
4,PH,2021-03-01,6
4,PH,2021-04-01,8
4,PH,2021-05-01,11
4,PH,2021-06-01,7
4,PH,2021-07-01,10
4,PH,2021-08-01,8
4,PH,2021-09-01,13
4,PH,2021-10-01,7
4,PH,2021-11-01,8
4,PH,2021-12-01,13
4,PH,2022-01-01,13
4,PH,2022-02-01,11
4,PH,2022-03-01,10
4,PH,2022-04-01,10
4,PH,2022-05-01,13
4,PH,2022-06-01,11
4,PH,2022-07-01,9
4,PH,2022-08-01,13
4,PH,2022-09-01,10
4,PH,2022-10-01,15
4,PH,2022-11-01,8
4,PH,2022-12-01,17
4,PH,2023-01-01,9
4,PH,2023-02-01,11
4,PH,2023-03-01,19
4,PH,2023-04-01,18
4,PH,2023-05-01,19
4,PH,2023-06-01,16
4,PH,2023-07-01,15
4,PH,2023-08-01,15
4,PH,2023-09-01,10
4,PH,2023-10-01,22
4,PH,2023-11-01,16
4,PH,2023-12-01,15
4,PH,2024-01-01,15
4,PH,2024-02-01,16
4,PH,2024-03-01,24
4,PH,2024-04-01,23
4,PH,2024-05-01,16
4,PH,2024-06-01,26
4,PH,2024-07-01,17
4,PH,2024-08-01,16
4,PH,2024-09-01,20
4,PH,2024-10-01,14
4,PH,2024-11-01,20
4,PH,2024-12-01,14
4,PH,2025-01-01,19
4,PH,2025-02-01,17
4,PH,2025-03-01,17
4,PH,2025-04-01,18
4,PH,2025-05-01,24
4,PH,2025-06-01,19
4,PH,2025-07-01,29
4,PH,2025-08-01,13
4,PH,2025-09-01,14
4,PH,2025-10-01,25
4,PH,2025-11-01,18
4,PH,2025-12-01,14
4,PH,2026-01-01,11
4,PH,2026-02-01,20
4,PH,2026-03-01,23
4,PH,2026-04-01,21
4,PH,2026-05-01,21
4,PH,2026-06-01,19
4,PH,2026-07-01,22
4,PH,2026-08-01,25
4,_O,2005-01-01,0
4,_O,2005-02-01,0
4,_O,2005-03-01,0
4,_O,2005-04-01,0
4,_O,2005-05-01,0
4,_O,2005-06-01,0
4,_O,2005-07-01,0
4,_O,2005-08-01,0
4,_O,2005-09-01,0
4,_O,2005-10-01,0
4,_O,2005-11-01,0
4,_O,2005-12-01,0
4,_O,2006-01-01,0
4,_O,2006-02-01,0
4,_O,2006-03-01,0
4,_O,2006-04-01,0
4,_O,2006-05-01,0
4,_O,2006-06-01,0
4,_O,2006-07-01,0
4,_O,2006-08-01,0
4,_O,2006-09-01,0
4,_O,2006-10-01,0
4,_O,2006-11-01,0
4,_O,2006-12-01,1
4,_O,2007-01-01,0
4,_O,2007-02-01,0
4,_O,2007-03-01,0
4,_O,2007-04-01,0
4,_O,2007-05-01,0
4,_O,2007-06-01,0
4,_O,2007-07-01,0
4,_O,2007-08-01,3
4,_O,2007-09-01,0
4,_O,2007-10-01,0
4,_O,2007-11-01,0
4,_O,2007-12-01,0
4,_O,2008-01-01,0
4,_O,2008-02-01,0
4,_O,2008-03-01,0
4,_O,2008-04-01,0
4,_O,2008-05-01,0
4,_O,2008-06-01,0
4,_O,2008-07-01,0
4,_O,2008-08-01,0
4,_O,2008-09-01,2
4,_O,2008-10-01,0
4,_O,2008-11-01,0
4,_O,2008-12-01,1
4,_O,2009-01-01,0
4,_O,2009-02-01,0
4,_O,2009-03-01,0
4,_O,2009-04-01,0
4,_O,2009-05-01,0
4,_O,2009-06-01,0
4,_O,2009-07-01,0
4,_O,2009-08-01,0
4,_O,2009-09-01,0
4,_O,2009-10-01,0
4,_O,2009-11-01,0
4,_O,2009-12-01,0
4,_O,2010-01-01,0
4,_O,2010-02-01,0
4,_O,2010-03-01,0
4,_O,2010-04-01,0
4,_O,2010-05-01,0
4,_O,2010-06-01,0
4,_O,2010-07-01,0
4,_O,2010-08-01,0
4,_O,2010-09-01,0
4,_O,2010-10-01,0
4,_O,2010-11-01,0
4,_O,2010-12-01,0
4,_O,2011-01-01,0
4,_O,2011-02-01,0
4,_O,2011-03-01,0
4,_O,2011-04-01,1
4,_O,2011-05-01,0
4,_O,2011-06-01,0
4,_O,2011-07-01,1
4,_O,2011-08-01,0
4,_O,2011-09-01,1
4,_O,2011-10-01,1
4,_O,2011-11-01,1
4,_O,2011-12-01,0
4,_O,2012-01-01,0
4,_O,2012-02-01,0
4,_O,2012-03-01,0
4,_O,2012-04-01,0
4,_O,2012-05-01,0
4,_O,2012-06-01,0
4,_O,2012-07-01,0
4,_O,2012-08-01,0
4,_O,2012-09-01,0
4,_O,2012-10-01,0
4,_O,2012-11-01,0
4,_O,2012-12-01,0
4,_O,2013-01-01,0
4,_O,2013-02-01,0
4,_O,2013-03-01,0
4,_O,2013-04-01,0
4,_O,2013-05-01,0
4,_O,2013-06-01,0
4,_O,2013-07-01,0
4,_O,2013-08-01,0
4,_O,2013-09-01,0
4,_O,2013-10-01,0
4,_O,2013-11-01,0
4,_O,2013-12-01,0
4,_O,2014-01-01,0
4,_O,2014-02-01,0
4,_O,2014-03-01,0
4,_O,2014-04-01,0
4,_O,2014-05-01,0
4,_O,2014-06-01,0
4,_O,2014-07-01,0
4,_O,2014-08-01,0
4,_O,2014-09-01,0
4,_O,2014-10-01,0
4,_O,2014-11-01,0
4,_O,2014-12-01,0
4,_O,2015-01-01,0
4,_O,2015-02-01,0
4,_O,2015-03-01,0
4,_O,2015-04-01,0
4,_O,2015-05-01,0
4,_O,2015-06-01,0
4,_O,2015-07-01,0
4,_O,2015-08-01,0
4,_O,2015-09-01,0
4,_O,2015-10-01,0
4,_O,2015-11-01,0
4,_O,2015-12-01,0
4,_O,2016-01-01,0
4,_O,2016-02-01,0
4,_O,2016-03-01,0
4,_O,2016-04-01,0
4,_O,2016-05-01,0
4,_O,2016-06-01,0
4,_O,2016-07-01,0
4,_O,2016-08-01,0
4,_O,2016-09-01,0
4,_O,2016-10-01,0
4,_O,2016-11-01,0
4,_O,2016-12-01,0
4,_O,2017-01-01,0
4,_O,2017-02-01,0
4,_O,2017-03-01,0
4,_O,2017-04-01,0
4,_O,2017-05-01,0
4,_O,2017-06-01,0
4,_O,2017-07-01,0
4,_O,2017-08-01,0
4,_O,2017-09-01,0
4,_O,2017-10-01,0
4,_O,2017-11-01,0
4,_O,2017-12-01,0
4,_O,2018-01-01,0
4,_O,2018-02-01,0
4,_O,2018-03-01,0
4,_O,2018-04-01,0
4,_O,2018-05-01,0
4,_O,2018-06-01,0
4,_O,2018-07-01,0
4,_O,2018-08-01,0
4,_O,2018-09-01,0
4,_O,2018-10-01,0
4,_O,2018-11-01,0
4,_O,2018-12-01,0
4,_O,2019-01-01,0
4,_O,2019-02-01,0
4,_O,2019-03-01,0
4,_O,2019-04-01,0
4,_O,2019-05-01,0
4,_O,2019-06-01,0
4,_O,2019-07-01,0
4,_O,2019-08-01,0
4,_O,2019-09-01,0
4,_O,2019-10-01,0
4,_O,2019-11-01,0
4,_O,2019-12-01,0
4,_O,2020-01-01,0
4,_O,2020-02-01,0
4,_O,2020-03-01,0
4,_O,2020-04-01,0
4,_O,2020-05-01,0
4,_O,2020-06-01,0
4,_O,2020-07-01,0
4,_O,2020-08-01,0
4,_O,2020-09-01,0
4,_O,2020-10-01,0
4,_O,2020-11-01,0
4,_O,2020-12-01,0
4,_O,2021-01-01,0
4,_O,2021-02-01,0
4,_O,2021-03-01,0
4,_O,2021-04-01,0
4,_O,2021-05-01,0
4,_O,2021-06-01,0
4,_O,2021-07-01,0
4,_O,2021-08-01,0
4,_O,2021-09-01,0
4,_O,2021-10-01,0
4,_O,2021-11-01,0
4,_O,2021-12-01,0
4,_O,2022-01-01,0
4,_O,2022-02-01,0
4,_O,2022-03-01,0
4,_O,2022-04-01,0
4,_O,2022-05-01,0
4,_O,2022-06-01,0
4,_O,2022-07-01,0
4,_O,2022-08-01,0
4,_O,2022-09-01,0
4,_O,2022-10-01,0
4,_O,2022-11-01,0
4,_O,2022-12-01,0
4,_O,2023-01-01,0
4,_O,2023-02-01,0
4,_O,2023-03-01,0
4,_O,2023-04-01,0
4,_O,2023-05-01,0
4,_O,2023-06-01,0
4,_O,2023-07-01,0
4,_O,2023-08-01,0
4,_O,2023-09-01,0
4,_O,2023-10-01,0
4,_O,2023-11-01,0
4,_O,2023-12-01,0
4,_O,2024-01-01,0
4,_O,2024-02-01,0
4,_O,2024-03-01,0
4,_O,2024-04-01,0
4,_O,2024-05-01,0
4,_O,2024-06-01,0
4,_O,2024-07-01,0
4,_O,2024-08-01,0
4,_O,2024-09-01,0
4,_O,2024-10-01,0
4,_O,2024-11-01,0
4,_O,2024-12-01,0
4,_O,2025-01-01,0
4,_O,2025-02-01,0
4,_O,2025-03-01,0
4,_O,2025-04-01,0
4,_O,2025-05-01,0
4,_O,2025-06-01,0
4,_O,2025-07-01,0
4,_O,2025-08-01,0
4,_O,2025-09-01,0
4,_O,2025-10-01,0
4,_O,2025-11-01,0
4,_O,2025-12-01,0
4,_O,2026-01-01,0
4,_O,2026-02-01,0
4,_O,2026-03-01,0
4,_O,2026-04-01,0
4,_O,2026-05-01,0
4,_O,2026-06-01,0
4,_O,2026-07-01,0
4,_O,2026-08-01,0
4,_T,2005-01-01,52
4,_T,2005-02-01,47
4,_T,2005-03-01,79
4,_T,2005-04-01,92
4,_T,2005-05-01,85
4,_T,2005-06-01,84
4,_T,2005-07-01,58
4,_T,2005-08-01,54
4,_T,2005-09-01,88
4,_T,2005-10-01,71
4,_T,2005-11-01,58
4,_T,2005-12-01,55
4,_T,2006-01-01,60
4,_T,2006-02-01,44
4,_T,2006-03-01,93
4,_T,2006-04-01,99
4,_T,2006-05-01,96
4,_T,2006-06-01,113
4,_T,2006-07-01,44
4,_T,2006-08-01,51
4,_T,2006-09-01,71
4,_T,2006-10-01,40
4,_T,2006-11-01,58
4,_T,2006-12-01,46
4,_T,2007-01-01,46
4,_T,2007-02-01,68
4,_T,2007-03-01,77
4,_T,2007-04-01,68
4,_T,2007-05-01,87
4,_T,2007-06-01,89
4,_T,2007-07-01,56
4,_T,2007-08-01,74
4,_T,2007-09-01,64
4,_T,2007-10-01,74
4,_T,2007-11-01,60
4,_T,2007-12-01,49
4,_T,2008-01-01,76
4,_T,2008-02-01,64
4,_T,2008-03-01,70
4,_T,2008-04-01,124
4,_T,2008-05-01,68
4,_T,2008-06-01,107
4,_T,2008-07-01,57
4,_T,2008-08-01,52
4,_T,2008-09-01,56
4,_T,2008-10-01,65
4,_T,2008-11-01,53
4,_T,2008-12-01,43
4,_T,2009-01-01,73
4,_T,2009-02-01,66
4,_T,2009-03-01,87
4,_T,2009-04-01,93
4,_T,2009-05-01,89
4,_T,2009-06-01,98
4,_T,2009-07-01,67
4,_T,2009-08-01,62
4,_T,2009-09-01,70
4,_T,2009-10-01,61
4,_T,2009-11-01,65
4,_T,2009-12-01,53
4,_T,2010-01-01,72
4,_T,2010-02-01,54
4,_T,2010-03-01,108
4,_T,2010-04-01,87
4,_T,2010-05-01,77
4,_T,2010-06-01,112
4,_T,2010-07-01,82
4,_T,2010-08-01,61
4,_T,2010-09-01,77
4,_T,2010-10-01,55
4,_T,2010-11-01,83
4,_T,2010-12-01,68
4,_T,2011-01-01,56
4,_T,2011-02-01,90
4,_T,2011-03-01,109
4,_T,2011-04-01,84
4,_T,2011-05-01,116
4,_T,2011-06-01,84
4,_T,2011-07-01,87
4,_T,2011-08-01,57
4,_T,2011-09-01,82
4,_T,2011-10-01,86
4,_T,2011-11-01,109
4,_T,2011-12-01,86
4,_T,2012-01-01,100
4,_T,2012-02-01,62
4,_T,2012-03-01,111
4,_T,2012-04-01,112
4,_T,2012-05-01,119
4,_T,2012-06-01,131
4,_T,2012-07-01,87
4,_T,2012-08-01,78
4,_T,2012-09-01,76
4,_T,2012-10-01,114
4,_T,2012-11-01,91
4,_T,2012-12-01,74
4,_T,2013-01-01,92
4,_T,2013-02-01,61
4,_T,2013-03-01,123
4,_T,2013-04-01,94
4,_T,2013-05-01,88
4,_T,2013-06-01,115
4,_T,2013-07-01,83
4,_T,2013-08-01,72
4,_T,2013-09-01,71
4,_T,2013-10-01,93
4,_T,2013-11-01,83
4,_T,2013-12-01,69
