Offene Stellen,Wirtschaftsabteilung,date,value
2,62-63,1994-01-01,16.5
2,62-63,1994-04-01,21
2,62-63,1994-07-01,19.1
2,62-63,1994-10-01,25
2,62-63,1995-01-01,28.2
2,62-63,1995-04-01,28.1
2,62-63,1995-07-01,25.5
2,62-63,1995-10-01,28.6
2,62-63,1996-01-01,31.1
2,62-63,1996-04-01,36.2
2,62-63,1996-07-01,29.4
2,62-63,1996-10-01,34.8
2,62-63,1997-01-01,38.6
2,62-63,1997-04-01,34.5
2,62-63,1997-07-01,38.6
2,62-63,1997-10-01,43
2,62-63,1998-01-01,53.2
2,62-63,1998-04-01,61.2
2,62-63,1998-07-01,51.6
2,62-63,1998-10-01,59.3
2,62-63,1999-01-01,60.5
2,62-63,1999-04-01,78.6
2,62-63,1999-07-01,80.4
2,62-63,1999-10-01,97.6
2,62-63,2000-01-01,110.8
2,62-63,2000-04-01,104.2
2,62-63,2000-07-01,119.1
2,62-63,2000-10-01,120.8
2,62-63,2001-01-01,101.3
2,62-63,2001-04-01,88.6
2,62-63,2001-07-01,51.2
2,62-63,2001-10-01,41.8
2,62-63,2002-01-01,38.6
2,62-63,2002-04-01,31.4
2,62-63,2002-07-01,26.3
2,62-63,2002-10-01,17.8
2,62-63,2003-01-01,19.3
2,62-63,2003-04-01,16.9
2,62-63,2003-07-01,13.2
2,62-63,2003-10-01,13
2,62-63,2004-01-01,30
2,62-63,2004-04-01,27.2
2,62-63,2004-07-01,28.2
2,62-63,2004-10-01,29.7
2,62-63,2005-01-01,34.7
2,62-63,2005-04-01,28.4
2,62-63,2005-07-01,28.2
2,62-63,2005-10-01,33.6
2,62-63,2006-01-01,48.1
2,62-63,2006-04-01,46.2
2,62-63,2006-07-01,48.7
2,62-63,2006-10-01,71.6
2,62-63,2007-01-01,66.6
2,62-63,2007-04-01,73.4
2,62-63,2007-07-01,73.1
2,62-63,2007-10-01,79
2,62-63,2008-01-01,83.4
2,62-63,2008-04-01,80.3
2,62-63,2008-07-01,77.5
2,62-63,2008-10-01,54.1
2,62-63,2009-01-01,51.5
2,62-63,2009-04-01,43.5
2,62-63,2009-07-01,40.4
2,62-63,2009-10-01,42.2
2,62-63,2010-01-01,44.6
2,62-63,2010-04-01,46.9
2,62-63,2010-07-01,54.7
2,62-63,2010-10-01,56.3
2,62-63,2011-01-01,55.6
2,62-63,2011-04-01,59.1
2,62-63,2011-07-01,46.3
2,62-63,2011-10-01,46.4
2,62-63,2012-01-01,43.6
2,62-63,2012-04-01,40.3
2,62-63,2012-07-01,45.5
2,62-63,2012-10-01,43.5
2,62-63,2013-01-01,48.1
2,62-63,2013-04-01,60.8
2,62-63,2013-07-01,69.2
2,62-63,2013-10-01,58.1
2,62-63,2014-01-01,69.3
2,62-63,2014-04-01,52.7
2,62-63,2014-07-01,55.1
2,62-63,2014-10-01,54.7
2,62-63,2015-01-01,57.6
2,62-63,2015-04-01,59.1
2,62-63,2015-07-01,64.8
2,62-63,2015-10-01,64
2,62-63,2016-01-01,78.3
2,62-63,2016-04-01,81
2,62-63,2016-07-01,63.6
2,62-63,2016-10-01,80.5
2,62-63,2017-01-01,76
2,62-63,2017-04-01,73.2
2,62-63,2017-07-01,58.1
2,62-63,2017-10-01,67.9
2,62-63,2018-01-01,69.8
2,62-63,2018-04-01,102.2
2,62-63,2018-07-01,86.6
2,62-63,2018-10-01,96.6
2,62-63,2019-01-01,100.8
2,62-63,2019-04-01,98.9
2,62-63,2019-07-01,107.9
2,62-63,2019-10-01,110.5
2,62-63,2020-01-01,102.6
2,62-63,2020-04-01,81.6
2,62-63,2020-07-01,83.9
2,62-63,2020-10-01,84.7
2,62-63,2021-01-01,80.4
2,62-63,2021-04-01,92.5
2,62-63,2021-07-01,111.2
2,62-63,2021-10-01,115.8
2,62-63,2022-01-01,125
2,62-63,2022-04-01,149.6
2,62-63,2022-07-01,132.1
2,62-63,2022-10-01,131.4
2,62-63,2023-01-01,120
2,62-63,2023-04-01,109.3
2,62-63,2023-07-01,109.6
2,62-63,2023-10-01,91.5
2,62-63,2024-01-01,119.2
2,62-63,2024-04-01,103.1
2,62-63,2024-07-01,80
2,62-63,2024-10-01,82
2,62-63,2025-01-01,90.4
2,62-63,2025-04-01,82.4
2,62-63,2025-07-01,85.1
2,62-63,2025-10-01,82.4
2,62-63,2026-01-01,79.1
2,64-66,1992-04-01,48.5
2,64-66,1992-07-01,39.9
2,64-66,1992-10-01,36.3
2,64-66,1993-01-01,36.3
2,64-66,1993-04-01,21.9
2,64-66,1993-07-01,43.6
2,64-66,1993-10-01,50
2,64-66,1994-01-01,44.2
2,64-66,1994-04-01,43.2
2,64-66,1994-07-01,48.2
2,64-66,1994-10-01,50.9
2,64-66,1995-01-01,51.1
2,64-66,1995-04-01,54.3
2,64-66,1995-07-01,49.7
2,64-66,1995-10-01,42.7
2,64-66,1996-01-01,54.8
2,64-66,1996-04-01,49.7
2,64-66,1996-07-01,44.2
2,64-66,1996-10-01,39.8
2,64-66,1997-01-01,45
2,64-66,1997-04-01,46.1
2,64-66,1997-07-01,53.8
2,64-66,1997-10-01,50
2,64-66,1998-01-01,57.8
2,64-66,1998-04-01,58.3
2,64-66,1998-07-01,56.5
2,64-66,1998-10-01,64.9
2,64-66,1999-01-01,73.3
2,64-66,1999-04-01,79.2
2,64-66,1999-07-01,76
2,64-66,1999-10-01,72.1
2,64-66,2000-01-01,84.3
2,64-66,2000-04-01,89.7
2,64-66,2000-07-01,93.8
2,64-66,2000-10-01,103
2,64-66,2001-01-01,101.7
2,64-66,2001-04-01,90.7
2,64-66,2001-07-01,66.9
2,64-66,2001-10-01,57.1
2,64-66,2002-01-01,51.5
2,64-66,2002-04-01,45.5
2,64-66,2002-07-01,41.9
2,64-66,2002-10-01,34.2
2,64-66,2003-01-01,34.2
2,64-66,2003-04-01,26.4
2,64-66,2003-07-01,34.5
2,64-66,2003-10-01,30
2,64-66,2004-01-01,53.2
2,64-66,2004-04-01,54.5
2,64-66,2004-07-01,52.6
2,64-66,2004-10-01,50.8
2,64-66,2005-01-01,59.1
2,64-66,2005-04-01,59.6
2,64-66,2005-07-01,62
2,64-66,2005-10-01,76.7
2,64-66,2006-01-01,85.9
2,64-66,2006-04-01,89.3
2,64-66,2006-07-01,89.2
2,64-66,2006-10-01,85.4
2,64-66,2007-01-01,89.5
2,64-66,2007-04-01,93.1
2,64-66,2007-07-01,90.3
2,64-66,2007-10-01,91.1
2,64-66,2008-01-01,105.1
2,64-66,2008-04-01,89.1
2,64-66,2008-07-01,78.9
2,64-66,2008-10-01,59.9
2,64-66,2009-01-01,59.9
2,64-66,2009-04-01,57.3
2,64-66,2009-07-01,65
2,64-66,2009-10-01,72.8
2,64-66,2010-01-01,80.2
2,64-66,2010-04-01,79.3
2,64-66,2010-07-01,85.8
2,64-66,2010-10-01,85.7
2,64-66,2011-01-01,91.8
2,64-66,2011-04-01,88
2,64-66,2011-07-01,69.5
2,64-66,2011-10-01,65.6
2,64-66,2012-01-01,75.2
2,64-66,2012-04-01,72.2
2,64-66,2012-07-01,66.6
2,64-66,2012-10-01,59.3
2,64-66,2013-01-01,74.4
2,64-66,2013-04-01,65.3
2,64-66,2013-07-01,67.3
2,64-66,2013-10-01,65.7
2,64-66,2014-01-01,76.2
2,64-66,2014-04-01,77.1
2,64-66,2014-07-01,77.4
2,64-66,2014-10-01,74.1
2,64-66,2015-01-01,77.6
2,64-66,2015-04-01,79.1
2,64-66,2015-07-01,82.8
2,64-66,2015-10-01,77.2
2,64-66,2016-01-01,86.7
2,64-66,2016-04-01,86.3
2,64-66,2016-07-01,81.8
2,64-66,2016-10-01,77.2
2,64-66,2017-01-01,100.8
2,64-66,2017-04-01,89.7
2,64-66,2017-07-01,89
2,64-66,2017-10-01,100.4
2,64-66,2018-01-01,85
2,64-66,2018-04-01,88.4
2,64-66,2018-07-01,90.2
2,64-66,2018-10-01,89.7
2,64-66,2019-01-01,95
2,64-66,2019-04-01,96.4
2,64-66,2019-07-01,96.9
2,64-66,2019-10-01,93
2,64-66,2020-01-01,81.3
2,64-66,2020-04-01,66.6
2,64-66,2020-07-01,69.2
2,64-66,2020-10-01,73.6
2,64-66,2021-01-01,78.7
2,64-66,2021-04-01,93
2,64-66,2021-07-01,112.4
2,64-66,2021-10-01,116
2,64-66,2022-01-01,129.5
2,64-66,2022-04-01,146.2
2,64-66,2022-07-01,138.1
2,64-66,2022-10-01,126
2,64-66,2023-01-01,115.7
2,64-66,2023-04-01,118.4
2,64-66,2023-07-01,112.5
2,64-66,2023-10-01,109.6
2,64-66,2024-01-01,103.1
2,64-66,2024-04-01,103.8
2,64-66,2024-07-01,95.7
2,64-66,2024-10-01,91
2,64-66,2025-01-01,97.5
2,64-66,2025-04-01,88
2,64-66,2025-07-01,77.8
2,64-66,2025-10-01,83
2,64-66,2026-01-01,82.3
2,68-75,1992-04-01,30.6
2,68-75,1992-07-01,25.9
2,68-75,1992-10-01,22.2
2,68-75,1993-01-01,20.3
2,68-75,1993-04-01,22.3
2,68-75,1993-07-01,18.7
2,68-75,1993-10-01,23.8
2,68-75,1994-01-01,24.8
2,68-75,1994-04-01,29.9
2,68-75,1994-07-01,25.4
2,68-75,1994-10-01,29.7
2,68-75,1995-01-01,31.4
2,68-75,1995-04-01,29.4
2,68-75,1995-07-01,25.7
2,68-75,1995-10-01,25.8
2,68-75,1996-01-01,26.4
2,68-75,1996-04-01,28.8
2,68-75,1996-07-01,21.4
2,68-75,1996-10-01,23.1
2,68-75,1997-01-01,23.7
2,68-75,1997-04-01,20
2,68-75,1997-07-01,29.2
2,68-75,1997-10-01,29.8
2,68-75,1998-01-01,32.5
2,68-75,1998-04-01,33.6
2,68-75,1998-07-01,35.9
2,68-75,1998-10-01,32.8
2,68-75,1999-01-01,36.7
2,68-75,1999-04-01,42.3
2,68-75,1999-07-01,39.5
2,68-75,1999-10-01,44.9
2,68-75,2000-01-01,66.1
2,68-75,2000-04-01,70.4
2,68-75,2000-07-01,67.8
2,68-75,2000-10-01,81.5
2,68-75,2001-01-01,67
2,68-75,2001-04-01,68.3
2,68-75,2001-07-01,53.4
2,68-75,2001-10-01,45.7
2,68-75,2002-01-01,47.7
2,68-75,2002-04-01,38.7
2,68-75,2002-07-01,32
2,68-75,2002-10-01,33.3
2,68-75,2003-01-01,24.2
2,68-75,2003-04-01,25.1
2,68-75,2003-07-01,17.5
2,68-75,2003-10-01,19.1
2,68-75,2004-01-01,28.4
2,68-75,2004-04-01,29.5
2,68-75,2004-07-01,23.2
2,68-75,2004-10-01,22.8
2,68-75,2005-01-01,24.7
2,68-75,2005-04-01,30.7
2,68-75,2005-07-01,28.8
2,68-75,2005-10-01,35.4
2,68-75,2006-01-01,43.8
2,68-75,2006-04-01,46.8
2,68-75,2006-07-01,46.1
2,68-75,2006-10-01,50.5
2,68-75,2007-01-01,55.7
2,68-75,2007-04-01,64.6
2,68-75,2007-07-01,67.2
2,68-75,2007-10-01,59.1
2,68-75,2008-01-01,63.6
2,68-75,2008-04-01,60
2,68-75,2008-07-01,55.2
2,68-75,2008-10-01,46.8
2,68-75,2009-01-01,43.2
2,68-75,2009-04-01,46.4
2,68-75,2009-07-01,43.2
2,68-75,2009-10-01,46.2
2,68-75,2010-01-01,47.2
2,68-75,2010-04-01,59.7
2,68-75,2010-07-01,57.9
2,68-75,2010-10-01,58.3
2,68-75,2011-01-01,63.8
2,68-75,2011-04-01,64.7
2,68-75,2011-07-01,59.8
2,68-75,2011-10-01,57
2,68-75,2012-01-01,61.8
2,68-75,2012-04-01,61.2
2,68-75,2012-07-01,55.3
2,68-75,2012-10-01,54.2
2,68-75,2013-01-01,62.8
2,68-75,2013-04-01,67.2
2,68-75,2013-07-01,61.1
2,68-75,2013-10-01,66
2,68-75,2014-01-01,64.1
2,68-75,2014-04-01,57.4
2,68-75,2014-07-01,60.8
2,68-75,2014-10-01,54.2
2,68-75,2015-01-01,52.1
2,68-75,2015-04-01,53.4
2,68-75,2015-07-01,47.2
2,68-75,2015-10-01,48.3
2,68-75,2016-01-01,49.4
2,68-75,2016-04-01,51.6
2,68-75,2016-07-01,52.4
2,68-75,2016-10-01,50.9
2,68-75,2017-01-01,53.4
2,68-75,2017-04-01,49.7
2,68-75,2017-07-01,59.6
2,68-75,2017-10-01,64.2
2,68-75,2018-01-01,68.4
2,68-75,2018-04-01,69.5
2,68-75,2018-07-01,74.3
2,68-75,2018-10-01,75.2
2,68-75,2019-01-01,76.4
2,68-75,2019-04-01,84.5
2,68-75,2019-07-01,84.3
2,68-75,2019-10-01,85
2,68-75,2020-01-01,71.7
2,68-75,2020-04-01,73.7
2,68-75,2020-07-01,72.5
2,68-75,2020-10-01,81.7
2,68-75,2021-01-01,77.5
2,68-75,2021-04-01,99.2
2,68-75,2021-07-01,106.4
2,68-75,2021-10-01,116.9
2,68-75,2022-01-01,124.6
2,68-75,2022-04-01,128.6
2,68-75,2022-07-01,132.1
2,68-75,2022-10-01,132.4
2,68-75,2023-01-01,137.2
2,68-75,2023-04-01,122.5
2,68-75,2023-07-01,119.2
2,68-75,2023-10-01,112.5
2,68-75,2024-01-01,108.7
2,68-75,2024-04-01,110.7
2,68-75,2024-07-01,112.4
2,68-75,2024-10-01,103.9
2,68-75,2025-01-01,100.6
2,68-75,2025-04-01,91.7
2,68-75,2025-07-01,94.1
2,68-75,2025-10-01,93.5
2,68-75,2026-01-01,108.2
2,77+79-82,1992-04-01,52.3
2,77+79-82,1992-07-01,45.7
2,77+79-82,1992-10-01,38.7
2,77+79-82,1993-01-01,36.2
2,77+79-82,1993-04-01,37.9
2,77+79-82,1993-07-01,32.4
2,77+79-82,1993-10-01,42.7
2,77+79-82,1994-01-01,43.7
2,77+79-82,1994-04-01,53.2
2,77+79-82,1994-07-01,48.7
2,77+79-82,1994-10-01,58.2
2,77+79-82,1995-01-01,67.4
2,77+79-82,1995-04-01,62.4
2,77+79-82,1995-07-01,56.7
2,77+79-82,1995-10-01,62
2,77+79-82,1996-01-01,62.3
2,77+79-82,1996-04-01,57.5
2,77+79-82,1996-07-01,58.1
2,77+79-82,1996-10-01,60.4
2,77+79-82,1997-01-01,48.1
2,77+79-82,1997-04-01,44.4
2,77+79-82,1997-07-01,49.7
2,77+79-82,1997-10-01,52.7
2,77+79-82,1998-01-01,56.7
2,77+79-82,1998-04-01,58.5
2,77+79-82,1998-07-01,62.7
2,77+79-82,1998-10-01,60.1
2,77+79-82,1999-01-01,65.8
2,77+79-82,1999-04-01,77.4
2,77+79-82,1999-07-01,76.3
2,77+79-82,1999-10-01,85.4
2,77+79-82,2000-01-01,124.3
2,77+79-82,2000-04-01,133.6
2,77+79-82,2000-07-01,122.5
2,77+79-82,2000-10-01,144.5
2,77+79-82,2001-01-01,124.1
2,77+79-82,2001-04-01,125.3
2,77+79-82,2001-07-01,97.7
2,77+79-82,2001-10-01,84.4
2,77+79-82,2002-01-01,84.5
2,77+79-82,2002-04-01,69.7
2,77+79-82,2002-07-01,58
2,77+79-82,2002-10-01,60.2
2,77+79-82,2003-01-01,46.2
2,77+79-82,2003-04-01,48
2,77+79-82,2003-07-01,32.7
2,77+79-82,2003-10-01,37.4
2,77+79-82,2004-01-01,57.7
2,77+79-82,2004-04-01,59.4
2,77+79-82,2004-07-01,44.7
2,77+79-82,2004-10-01,44.8
2,77+79-82,2005-01-01,46.6
2,77+79-82,2005-04-01,58.4
2,77+79-82,2005-07-01,54.4
2,77+79-82,2005-10-01,69
2,77+79-82,2006-01-01,83.8
2,77+79-82,2006-04-01,90.2
2,77+79-82,2006-07-01,88.9
2,77+79-82,2006-10-01,98.3
2,77+79-82,2007-01-01,111.6
2,77+79-82,2007-04-01,130.7
2,77+79-82,2007-07-01,136.3
2,77+79-82,2007-10-01,118.6
2,77+79-82,2008-01-01,129.1
2,77+79-82,2008-04-01,124.3
2,77+79-82,2008-07-01,115.6
2,77+79-82,2008-10-01,92.3
2,77+79-82,2009-01-01,84
2,77+79-82,2009-04-01,90.7
2,77+79-82,2009-07-01,71.4
2,77+79-82,2009-10-01,64.6
2,77+79-82,2010-01-01,54.5
2,77+79-82,2010-04-01,58.1
2,77+79-82,2010-07-01,62.8
2,77+79-82,2010-10-01,62.9
2,77+79-82,2011-01-01,56.2
2,77+79-82,2011-04-01,45.9
2,77+79-82,2011-07-01,44.7
2,77+79-82,2011-10-01,41.1
2,77+79-82,2012-01-01,63.1
2,77+79-82,2012-04-01,54
2,77+79-82,2012-07-01,51.4
2,77+79-82,2012-10-01,52.8
2,77+79-82,2013-01-01,62.7
2,77+79-82,2013-04-01,61.8
2,77+79-82,2013-07-01,67.2
2,77+79-82,2013-10-01,75.8
2,77+79-82,2014-01-01,83.5
2,77+79-82,2014-04-01,67.9
2,77+79-82,2014-07-01,69.2
2,77+79-82,2014-10-01,51
2,77+79-82,2015-01-01,63.6
2,77+79-82,2015-04-01,68.5
2,77+79-82,2015-07-01,59.6
2,77+79-82,2015-10-01,84.4
2,77+79-82,2016-01-01,58.9
2,77+79-82,2016-04-01,64.3
2,77+79-82,2016-07-01,54.4
2,77+79-82,2016-10-01,43.7
2,77+79-82,2017-01-01,57.4
2,77+79-82,2017-04-01,61.7
2,77+79-82,2017-07-01,64.9
2,77+79-82,2017-10-01,85
2,77+79-82,2018-01-01,98.6
2,77+79-82,2018-04-01,90.9
2,77+79-82,2018-07-01,84.9
2,77+79-82,2018-10-01,64.3
2,77+79-82,2019-01-01,62.5
2,77+79-82,2019-04-01,94.1
2,77+79-82,2019-07-01,76.5
2,77+79-82,2019-10-01,76.6
2,77+79-82,2020-01-01,74.5
2,77+79-82,2020-04-01,56.1
2,77+79-82,2020-07-01,66.8
2,77+79-82,2020-10-01,62.1
2,77+79-82,2021-01-01,70.6
2,77+79-82,2021-04-01,86.5
2,77+79-82,2021-07-01,119.7
2,77+79-82,2021-10-01,123.2
2,77+79-82,2022-01-01,138.2
2,77+79-82,2022-04-01,133.5
2,77+79-82,2022-07-01,138.8
2,77+79-82,2022-10-01,174.2
2,77+79-82,2023-01-01,161.9
2,77+79-82,2023-04-01,164.9
2,77+79-82,2023-07-01,123.1
2,77+79-82,2023-10-01,111.3
2,77+79-82,2024-01-01,144.3
2,77+79-82,2024-04-01,106.6
2,77+79-82,2024-07-01,133.7
2,77+79-82,2024-10-01,118.6
2,77+79-82,2025-01-01,102.5
2,77+79-82,2025-04-01,115.9
2,77+79-82,2025-07-01,108.8
2,77+79-82,2025-10-01,97.4
2,77+79-82,2026-01-01,118.4
2,84,1992-04-01,35.3
2,84,1992-07-01,30.4
2,84,1992-10-01,26.8
2,84,1993-01-01,29.2
2,84,1993-04-01,26.2
2,84,1993-07-01,16.2
2,84,1993-10-01,14.6
2,84,1994-01-01,17.6
2,84,1994-04-01,17.8
2,84,1994-07-01,21.4
2,84,1994-10-01,24.8
2,84,1995-01-01,26.2
2,84,1995-04-01,24.9
2,84,1995-07-01,33.1
2,84,1995-10-01,22.1
2,84,1996-01-01,25.2
2,84,1996-04-01,18.6
2,84,1996-07-01,27
2,84,1996-10-01,30.6
2,84,1997-01-01,27.8
2,84,1997-04-01,20.4
2,84,1997-07-01,15.8
2,84,1997-10-01,18.5
2,84,1998-01-01,12.6
2,84,1998-04-01,18.1
2,84,1998-07-01,14.7
2,84,1998-10-01,17.4
2,84,1999-01-01,20.9
2,84,1999-04-01,14.2
2,84,1999-07-01,13.9
2,84,1999-10-01,12
2,84,2000-01-01,12.4
2,84,2000-04-01,15.4
2,84,2000-07-01,18.7
2,84,2000-10-01,19.3
2,84,2001-01-01,25
2,84,2001-04-01,21.4
2,84,2001-07-01,21.1
2,84,2001-10-01,20.1
2,84,2002-01-01,23.6
2,84,2002-04-01,21.9
2,84,2002-07-01,18
2,84,2002-10-01,25.8
2,84,2003-01-01,38.2
2,84,2003-04-01,24.6
2,84,2003-07-01,14.3
2,84,2003-10-01,17.6
2,84,2004-01-01,27.7
2,84,2004-04-01,23.8
2,84,2004-07-01,19.5
2,84,2004-10-01,19.8
2,84,2005-01-01,12.5
2,84,2005-04-01,18.6
2,84,2005-07-01,19.3
2,84,2005-10-01,27.1
2,84,2006-01-01,28.7
2,84,2006-04-01,27
2,84,2006-07-01,30.4
2,84,2006-10-01,31.8
2,84,2007-01-01,34.3
2,84,2007-04-01,40.5
2,84,2007-07-01,38.7
2,84,2007-10-01,48.9
2,84,2008-01-01,47.7
2,84,2008-04-01,45.5
2,84,2008-07-01,43.3
2,84,2008-10-01,42
2,84,2009-01-01,44.2
2,84,2009-04-01,42.7
2,84,2009-07-01,40.1
2,84,2009-10-01,37.1
2,84,2010-01-01,40.9
2,84,2010-04-01,40.2
2,84,2010-07-01,42
2,84,2010-10-01,46.2
2,84,2011-01-01,42.7
2,84,2011-04-01,43.1
2,84,2011-07-01,50.9
2,84,2011-10-01,44.4
2,84,2012-01-01,48
2,84,2012-04-01,46.5
2,84,2012-07-01,48.4
2,84,2012-10-01,44.9
2,84,2013-01-01,43
2,84,2013-04-01,56.6
2,84,2013-07-01,63.2
2,84,2013-10-01,55.2
2,84,2014-01-01,59.6
2,84,2014-04-01,63.4
2,84,2014-07-01,63.2
2,84,2014-10-01,57.8
2,84,2015-01-01,64.5
2,84,2015-04-01,55.9
2,84,2015-07-01,52.5
2,84,2015-10-01,52.3
2,84,2016-01-01,61.6
2,84,2016-04-01,61.1
2,84,2016-07-01,58.4
2,84,2016-10-01,55.2
2,84,2017-01-01,62.2
2,84,2017-04-01,57.6
2,84,2017-07-01,59.5
2,84,2017-10-01,57.7
2,84,2018-01-01,74.9
2,84,2018-04-01,61.7
2,84,2018-07-01,69.2
2,84,2018-10-01,76.1
2,84,2019-01-01,89.7
2,84,2019-04-01,88
2,84,2019-07-01,79.3
2,84,2019-10-01,86.2
2,84,2020-01-01,77.3
2,84,2020-04-01,77.5
2,84,2020-07-01,85.8
2,84,2020-10-01,83
2,84,2021-01-01,103.5
2,84,2021-04-01,97.8
2,84,2021-07-01,94.4
2,84,2021-10-01,104.3
2,84,2022-01-01,97.5
2,84,2022-04-01,109.3
2,84,2022-07-01,115
2,84,2022-10-01,104.3
2,84,2023-01-01,109.5
2,84,2023-04-01,121.2
2,84,2023-07-01,120.6
2,84,2023-10-01,110.2
2,84,2024-01-01,126
2,84,2024-04-01,112.4
2,84,2024-07-01,108.1
2,84,2024-10-01,110.7
2,84,2025-01-01,109.2
2,84,2025-04-01,112.8
2,84,2025-07-01,92.7
2,84,2025-10-01,91.7
2,84,2026-01-01,119.9
2,85,1992-04-01,33.6
2,85,1992-07-01,37.1
2,85,1992-10-01,24.6
2,85,1993-01-01,25.3
2,85,1993-04-01,25.8
2,85,1993-07-01,25.9
2,85,1993-10-01,25.1
2,85,1994-01-01,33.4
2,85,1994-04-01,33.2
2,85,1994-07-01,20.3
2,85,1994-10-01,14.1
2,85,1995-01-01,33
2,85,1995-04-01,36.6
2,85,1995-07-01,16.3
2,85,1995-10-01,24.7
2,85,1996-01-01,29.2
2,85,1996-04-01,43.6
2,85,1996-07-01,30.5
2,85,1996-10-01,28.5
2,85,1997-01-01,32.5
2,85,1997-04-01,36.7
2,85,1997-07-01,27.6
2,85,1997-10-01,29
2,85,1998-01-01,30.3
2,85,1998-04-01,42.9
2,85,1998-07-01,22
2,85,1998-10-01,44.7
2,85,1999-01-01,59.7
2,85,1999-04-01,67.7
2,85,1999-07-01,46.5
2,85,1999-10-01,39
2,85,2000-01-01,60.4
2,85,2000-04-01,85.2
2,85,2000-07-01,51.6
2,85,2000-10-01,72.5
2,85,2001-01-01,70
2,85,2001-04-01,74.7
2,85,2001-07-01,53.3
2,85,2001-10-01,48.2
2,85,2002-01-01,54.7
2,85,2002-04-01,42.1
2,85,2002-07-01,22.2
2,85,2002-10-01,20.7
2,85,2003-01-01,26.2
2,85,2003-04-01,39.4
2,85,2003-07-01,34.5
2,85,2003-10-01,47.6
2,85,2004-01-01,45
2,85,2004-04-01,45.9
2,85,2004-07-01,30
2,85,2004-10-01,23
2,85,2005-01-01,46
2,85,2005-04-01,50.3
2,85,2005-07-01,27.9
2,85,2005-10-01,30.7
2,85,2006-01-01,49.9
2,85,2006-04-01,67.3
2,85,2006-07-01,46.3
2,85,2006-10-01,48.6
2,85,2007-01-01,60.6
2,85,2007-04-01,81.9
2,85,2007-07-01,48.3
2,85,2007-10-01,54.6
2,85,2008-01-01,89.8
2,85,2008-04-01,80.7
2,85,2008-07-01,54.9
2,85,2008-10-01,60.1
2,85,2009-01-01,71.5
2,85,2009-04-01,75.6
2,85,2009-07-01,40.9
2,85,2009-10-01,41.7
2,85,2010-01-01,61.1
2,85,2010-04-01,68.2
2,85,2010-07-01,52.8
2,85,2010-10-01,40.3
2,85,2011-01-01,54.1
2,85,2011-04-01,61.1
2,85,2011-07-01,41.5
2,85,2011-10-01,47.5
2,85,2012-01-01,63.9
2,85,2012-04-01,75.5
2,85,2012-07-01,50.5
2,85,2012-10-01,52.9
2,85,2013-01-01,79.3
2,85,2013-04-01,76.3
2,85,2013-07-01,50.6
2,85,2013-10-01,31.8
2,85,2014-01-01,58.6
2,85,2014-04-01,48.5
2,85,2014-07-01,34.3
2,85,2014-10-01,61.6
2,85,2015-01-01,47.1
2,85,2015-04-01,68.1
2,85,2015-07-01,70.8
2,85,2015-10-01,71.2
2,85,2016-01-01,55.2
2,85,2016-04-01,58.7
2,85,2016-07-01,86.1
2,85,2016-10-01,53.5
2,85,2017-01-01,66.3
2,85,2017-04-01,51.7
2,85,2017-07-01,64
2,85,2017-10-01,59.5
2,85,2018-01-01,101.4
2,85,2018-04-01,86.5
2,85,2018-07-01,74.2
2,85,2018-10-01,91.2
2,85,2019-01-01,86.6
2,85,2019-04-01,92.9
2,85,2019-07-01,56.8
2,85,2019-10-01,78.8
2,85,2020-01-01,80.1
2,85,2020-04-01,77.7
2,85,2020-07-01,66.4
2,85,2020-10-01,65.2
2,85,2021-01-01,99.4
2,85,2021-04-01,112.6
2,85,2021-07-01,95.7
2,85,2021-10-01,92.3
2,85,2022-01-01,104
2,85,2022-04-01,112.6
2,85,2022-07-01,110.7
2,85,2022-10-01,90.9
2,85,2023-01-01,90.6
2,85,2023-04-01,109.3
2,85,2023-07-01,97
2,85,2023-10-01,101.6
2,85,2024-01-01,137
2,85,2024-04-01,119.4
2,85,2024-07-01,95.7
2,85,2024-10-01,88.3
2,85,2025-01-01,96.7
2,85,2025-04-01,84.6
2,85,2025-07-01,95.7
2,85,2025-10-01,88.4
2,85,2026-01-01,110.4
2,86-88,1992-04-01,19.9
2,86-88,1992-07-01,19.4
2,86-88,1992-10-01,7.3
2,86-88,1993-01-01,15.7
2,86-88,1993-04-01,18.4
2,86-88,1993-07-01,14.6
2,86-88,1993-10-01,16.5
2,86-88,1994-01-01,17.3
2,86-88,1994-04-01,19.1
2,86-88,1994-07-01,18.8
2,86-88,1994-10-01,20
2,86-88,1995-01-01,20.1
2,86-88,1995-04-01,20.1
2,86-88,1995-07-01,18.5
2,86-88,1995-10-01,17.9
2,86-88,1996-01-01,17.7
2,86-88,1996-04-01,18.6
2,86-88,1996-07-01,16.1
2,86-88,1996-10-01,14.1
2,86-88,1997-01-01,16
2,86-88,1997-04-01,12.2
2,86-88,1997-07-01,14.5
2,86-88,1997-10-01,14.6
2,86-88,1998-01-01,17.9
2,86-88,1998-04-01,18.9
2,86-88,1998-07-01,14.3
2,86-88,1998-10-01,20.3
2,86-88,1999-01-01,25.1
2,86-88,1999-04-01,27.6
2,86-88,1999-07-01,28
2,86-88,1999-10-01,38.6
2,86-88,2000-01-01,42.6
2,86-88,2000-04-01,39.8
2,86-88,2000-07-01,37
2,86-88,2000-10-01,37.7
2,86-88,2001-01-01,45.2
2,86-88,2001-04-01,43.7
2,86-88,2001-07-01,31.2
