D0,D1,D2,date,value
A,B,T,2015-01-01,797390.4864889915
A,B,T,2015-04-01,739295.8879619263
A,B,T,2015-07-01,737031.7364365706
A,B,T,2015-10-01,736608.7657411593
A,B,T,2016-01-01,671806.9766928361
A,B,T,2016-04-01,700579.7680056429
A,B,T,2016-07-01,680671.6733296048
A,B,T,2016-10-01,690212.2698467111
A,B,T,2017-01-01,655819.7151238784
A,B,T,2017-04-01,692217.2714561793
A,B,T,2017-07-01,687599.6829337522
A,B,T,2017-10-01,677960.0432230397
A,B,T,2018-01-01,684731.5103207685
A,B,T,2018-04-01,692816.2790808509
A,B,T,2018-07-01,656158.5163024752
A,B,T,2018-10-01,659394.5666374967
A,B,T,2019-01-01,665700.9922612299
A,B,T,2019-04-01,658809.6246324972
A,B,T,2019-07-01,678443.7006941139
A,B,T,2019-10-01,666810.0100008775
A,B,T,2020-01-01,718089.0069220234
A,B,T,2020-04-01,687436.5673488196
A,B,T,2020-07-01,672415.058049779
A,B,T,2020-10-01,674119.4338542897
A,B,T,2021-01-01,717464.6724312281
A,B,T,2021-04-01,701012.621128887
A,B,T,2021-07-01,710756.3015373583
A,B,T,2021-10-01,703728.4377058098
A,B,T,2022-01-01,711793.4167377253
A,B,T,2022-04-01,706341.0116883682
A,B,T,2022-07-01,717881.5577182891
A,B,T,2022-10-01,686272.9957023223
A,B,T,2023-01-01,698066.7548237155
A,B,T,2023-04-01,650448.9794424017
A,B,T,2023-07-01,648455.0677264269
A,B,T,2023-10-01,605126.2912908255
A,B,T,2024-01-01,642542.3554600979
A,B,T,2024-04-01,624119.3932394992
A,B,T,2024-07-01,617405.311653436
A,B,T,2024-10-01,661852.4634937982
A,B,T,2025-01-01,649321.4391287782
A,B,T,2025-04-01,633057.5034732905
A,B,T,2025-07-01,614960.7047488
A,B,T,2025-10-01,627464.2315289122
A,B,UI,1985-01-01,195908.30655664566
A,B,UI,1985-04-01,198381.91687934633
A,B,UI,1985-07-01,198324.1861064428
A,B,UI,1985-10-01,199159
A,B,UI,1986-01-01,200172.7388031837
A,B,UI,1986-04-01,200500.87019383506
A,B,UI,1986-07-01,197791.71495615615
A,B,UI,1986-10-01,204253
A,B,UI,1987-01-01,206748.75293615198
A,B,UI,1987-04-01,211734.44746305578
A,B,UI,1987-07-01,220536.15564938923
A,B,UI,1987-10-01,219923
A,B,UI,1988-01-01,224724.28319027662
A,B,UI,1988-04-01,231295.02530523296
A,B,UI,1988-07-01,241777.81995929327
A,B,UI,1988-10-01,240891
A,B,UI,1989-01-01,246569.87553314684
A,B,UI,1989-04-01,254481.15943186992
A,B,UI,1989-07-01,254200.7617275319
A,B,UI,1989-10-01,257255
A,B,UI,1990-01-01,259729.36254844227
A,B,UI,1990-04-01,262176.79311519064
A,B,UI,1990-07-01,262588.57636815374
A,B,UI,1990-10-01,264795
A,B,UI,1991-01-01,266362.74362764327
A,B,UI,1991-04-01,271939.9446968764
A,B,UI,1991-07-01,271952.95328245044
A,B,UI,1991-10-01,265411
A,B,UI,1992-01-01,272449.0680104118
A,B,UI,1992-04-01,280424.76361947594
A,B,UI,1992-07-01,271841.08630354435
A,B,UI,1992-10-01,279117
A,B,UI,1993-01-01,287635.9673696217
A,B,UI,1993-04-01,279669.8122352308
A,B,UI,1993-07-01,276159.0042102911
A,B,UI,1993-10-01,276117
A,B,UI,1994-01-01,279478.6078048297
A,B,UI,1994-04-01,285832.5017223186
A,B,UI,1994-07-01,286521.66397002747
A,B,UI,1994-10-01,291012
A,B,UI,1995-01-01,284810.2824991819
A,B,UI,1995-04-01,273367.5894790754
A,B,UI,1995-07-01,274404.0291384815
A,B,UI,1995-10-01,275051
A,B,UI,1996-01-01,293497.85365244554
A,B,UI,1996-04-01,321551.17279156414
A,B,UI,1996-07-01,345815.76080975914
A,B,UI,1996-10-01,385813
A,B,UI,1997-01-01,430771.80074511387
A,B,UI,1997-04-01,449440.7519065335
A,B,UI,1997-07-01,471090.50484932866
A,B,UI,1997-10-01,478263
A,B,UI,1998-01-01,498643.0970916855
A,B,UI,1998-04-01,520260.90510443656
A,B,UI,1998-07-01,533558.9246466586
A,B,UI,1998-10-01,535414
A,B,UI,1999-01-01,514912.4260667437
A,B,UI,1999-04-01,567739.3187187684
A,B,UI,1999-07-01,581805.7607832041
A,B,UI,1999-10-01,631735
A,B,UI,2000-01-01,737843
A,B,UI,2000-04-01,666164
A,B,UI,2000-07-01,748135
A,B,UI,2000-10-01,779586
A,B,UI,2001-01-01,812680
A,B,UI,2001-04-01,794964
A,B,UI,2001-07-01,681344
A,B,UI,2001-10-01,726864
A,B,UI,2002-01-01,764681
A,B,UI,2002-04-01,731250
A,B,UI,2002-07-01,708345
A,B,UI,2002-10-01,722590
A,B,UI,2003-01-01,715816
A,B,UI,2003-04-01,741415
A,B,UI,2003-07-01,709975
A,B,UI,2003-10-01,689310
A,B,UI,2004-01-01,761525
A,B,UI,2004-04-01,744525
A,B,UI,2004-07-01,691821
A,B,UI,2004-10-01,678876
A,B,UI,2005-01-01,708541
A,B,UI,2005-04-01,826924
A,B,UI,2005-07-01,877606
A,B,UI,2005-10-01,828378
A,B,UI,2006-01-01,897683
A,B,UI,2006-04-01,884097
A,B,UI,2006-07-01,913873
A,B,UI,2006-10-01,846949
A,B,UI,2007-01-01,1093146
A,B,UI,2007-04-01,1053638
A,B,UI,2007-07-01,1024137
A,B,UI,2007-10-01,1137201
A,B,UI,2008-01-01,1005181
A,B,UI,2008-04-01,845855
A,B,UI,2008-07-01,882522.05
A,B,UI,2008-10-01,707963
A,B,UI,2009-01-01,705373
A,B,UI,2009-04-01,706896
A,B,UI,2009-07-01,664823
A,B,UI,2009-10-01,616218
A,B,UI,2010-01-01,618990
A,B,UI,2010-04-01,566699
A,B,UI,2010-07-01,539557
A,B,UI,2010-10-01,540161
A,B,UI,2011-01-01,501845
A,B,UI,2011-04-01,497141
A,B,UI,2011-07-01,513319.9514
A,B,UI,2011-10-01,539282
A,B,UI,2012-01-01,539284
A,B,UI,2012-04-01,536843
A,B,UI,2012-07-01,549120
A,B,UI,2012-10-01,519690
A,B,UI,2013-01-01,552260
A,B,UI,2013-04-01,554181
A,B,UI,2013-07-01,570932
A,B,UI,2013-10-01,573709
A,B,UI,2014-01-01,562487
A,B,UI,2014-04-01,552691
A,B,UI,2014-07-01,568830
A,B,UI,2014-10-01,560146.12
